"INIT-DEG-SD","1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,,"1",,,,,,,
"OUT-RANGE","4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,,"4",,,,,,,
"RADIUS-SIGNAL","5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,,"5",,,,,,,
"BETA","0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,,"0.95",,,,,,,
"GAMMA","0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,,"0.05",,,,,,,
"D","0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,,"0.15",,,,,,,
"RHO","0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,,"0.01",,,,,,,
"KAPPA-E","0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,"0.6",,,,,,,
"REPEAT-K","10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,,"10",,,,,,,
"BASELINE?","false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,
"LOCALIZED-STIM?","false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,
"PLOT?","false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,
"LOG-CSV?","false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,,"false",,,,,,,
"[total steps]","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000"

"[final value]","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E","[step]","report-FR","report-active-fraction","report-fano","report-spike-CV","report-mean-w","report-sd-w","report-mean-E"
,"1000","0.0307","1","2.444051616090019","0.5444853451946475","0.014089349612407346","0.05369106573417045","3.449606266297083","1000","0.03265","1","1.8945178379783676","0.45794076601943035","0.01426718287707274","0.04249147681326224","2.745074211289527","1000","0.03013","1","1.7769850211512708","0.4628150912850872","0.012836275714388338","0.04835716810051601","3.0656355613724116","1000","0.03227","1","1.7488042509039912","0.44599168351884083","0.013715550772062851","0.04785950566498807","3.2751669704788737","1000","0.03458666666666667","1","1.590556577839694","0.4052725328489896","0.018472501632432477","0.05308693102150972","3.3162902242782812","1000","0.04145666666666667","1","1.63783105256245","0.3676975750979441","0.022447785466901807","0.04385227499877714","3.754157472423477","1000","0.026573333333333334","1","1.879585729725034","0.5046646542426708","0.014269888169605833","0.05110166484805493","3.0364599118480053","1000","0.03177","1","2.0063344221667894","0.48362488693424144","0.01421927130119396","0.046887183828397544","2.7615907975904244","1000","0.030506666666666668","1","1.9462156832416362","0.48523015599573","0.014767134495655906","0.056464466142810116","3.3733373741735173","1000","0.030806666666666666","1","1.9180575280203471","0.4825251124040613","0.014313973183085273","0.055759482329153114","3.4658308449597004","1000","0.027696666666666668","1","1.936248186981695","0.517143688820597","0.014157927422724292","0.0464387672273394","3.0803894576684616","1000","0.03304","1","2.142937305718604","0.4875800817430494","0.01696750111256625","0.05751610327307304","3.5837298164013434","1000","0.03292333333333333","1","1.703221370720491","0.43111487574554613","0.01771211441783886","0.05407638309779014","3.0749970073273323","1000","0.032696666666666666","1","1.2026673434204638","0.36234729405472904","0.016008435253043553","0.04710071986061688","2.9813186928350386","1000","0.03234666666666667","1","1.8320274039390014","0.45467398920923496","0.015540172568002187","0.05144952845976815","3.1456832386010944","1000","0.026383333333333335","1","1.781661818849742","0.4936895653986914","0.01210718674299516","0.04450885597319805","2.650589419241857","1000","0.031173333333333334","1","1.966078964411187","0.4840249410092097","0.012188381130135241","0.04407899802024821","3.082217567564918","1000","0.029296666666666665","1","1.4187981875080176","0.4180057904217483","0.010961157610237283","0.042981857476153684","2.781965246574669","1000","0.031516666666666665","1","2.045473946938769","0.4941725773122936","0.012594926064061247","0.05104654309809551","3.488822117159656","1000","0.029503333333333333","1","1.8462390186046533","0.4793182869811315","0.01300675872800055","0.045737253116473635","2.89128831465015"
