[step],INHIB-FRAC,SEED,mean-firing-rate,excitatory-firing-rate,inhibitory-firing-rate,synchrony-index,fano-factor
500,0.2,5,0.08394666666666667,0.08388976377952756,0.08426086956521739,0.518594912480207,3.3865010834884517
500,0.3,5,0.01356,0.0125,0.015956521739130435,0.9150054300473849,1.70293586189095
500,0.4,5,0.01356,0.013978494623655914,0.01287719298245614,0.9150054300473849,1.70293586189095
500,0.0,6,0.09013333333333333,0.09013333333333333,0.0,0.6283497985069496,5.338013304715951
500,0.1,6,0.08922666666666666,0.08921804511278196,0.08929411764705883,0.41717335614919426,2.329265823937193
500,0.2,6,0.08478666666666666,0.08487179487179487,0.08448484848484848,0.49787976483213536,3.1525920215962677
500,0.3,6,0.05925333333333333,0.05843298969072165,0.06075471698113208,0.5301161435596878,2.4977335408891497
500,0.4,6,0.01292,0.012089887640449439,0.014131147540983607,0.884150766836139,1.5149783571270552
500,0.0,7,0.09044,0.09044,0.0,0.3765451996733941,1.9234727748287364
500,0.1,7,0.08978666666666667,0.08976470588235294,0.09,0.2654222906046479,0.9488070289673508
500,0.2,7,0.08714666666666666,0.08700826446280992,0.08772413793103448,0.35769122012116067,1.6724710130174667
500,0.3,7,0.08037333333333334,0.07994594594594595,0.0815897435897436,0.3904397153695405,1.8378548736490923
500,0.4,7,0.06329333333333333,0.062273684210526314,0.06505454545454545,0.434796590299602,1.7948224234439023
500,0.0,8,0.09068,0.09068,0.0,0.3736833112863887,1.8993726314561248
500,0.1,8,0.09022666666666666,0.09025563909774437,0.09,0.5294812604260729,3.7942623831970104
500,0.2,8,0.08622666666666666,0.08619298245614035,0.08633333333333333,0.33156068219059487,1.4218667735966748
500,0.3,8,0.07717333333333333,0.07742574257425743,0.0766530612244898,0.3478741447302884,1.4008860845394997
500,0.4,8,0.056133333333333334,0.056613636363636366,0.055451612903225804,0.3916963765279214,1.2918473526625687
500,0.0,9,0.09018666666666666,0.09018666666666666,0.0,0.5418986316857659,3.9725530303658645
500,0.1,9,0.09013333333333333,0.09014084507042254,0.09,0.5059690100075864,3.461182720470531
500,0.2,9,0.08873333333333333,0.08887301587301587,0.088,0.5010252566269427,3.341160156526429
500,0.3,9,0.08021333333333333,0.08009259259259259,0.08052380952380953,0.3215565207116663,1.2440919072186973
500,0.4,9,0.05654666666666667,0.056148936170212764,0.05721428571428572,0.44574105774291994,1.685246938111065
500,0.0,10,0.09058666666666666,0.09058666666666666,0.0,0.43973259885442706,2.6274403384337077
500,0.1,10,0.09024,0.09022222222222222,0.0904,0.32448173132984665,1.425183700734805
500,0.2,10,0.08674666666666667,0.0866271186440678,0.0871875,0.31062459525028163,1.2554971609373093
500,0.3,10,0.07729333333333334,0.07642592592592592,0.07952380952380952,0.35368160618701905,1.4503013271670135
500,0.4,10,0.0514,0.05408791208791209,0.047254237288135596,0.5378523058404183,2.2303881433424615
500,0.0,11,0.09034666666666667,0.09034666666666667,0.0,0.41334205749199315,2.3153816487757104
500,0.1,11,0.08998666666666667,0.09,0.0898888888888889,0.2890688597915774,1.1279037553548332
500,0.2,11,0.08465333333333333,0.08466666666666667,0.0846060606060606,0.3677534470390776,1.7173105069802517
500,0.3,11,0.07705333333333333,0.07679629629629629,0.07771428571428571,0.3826672256038435,1.6924865477624207
500,0.4,11,0.03930666666666666,0.04031111111111111,0.0378,0.5254073817668636,1.6276079975418931
500,0.0,12,0.0902,0.0902,0.0,0.55426250043905,4.156509619386584
500,0.1,12,0.08998666666666667,0.08998550724637681,0.09,0.47912839723201867,3.0986551559185926
500,0.2,12,0.08842666666666667,0.088416,0.08848,0.41287233186034566,2.2610286918831632
500,0.3,12,0.08174666666666666,0.08117757009345794,0.08316279069767442,0.3617184725857809,1.6043631873108488
500,0.4,12,0.05210666666666667,0.04971428571428571,0.05579661016949153,0.4375103043647282,1.4961017223802786
500,0.0,13,0.09022666666666666,0.09022666666666666,0.0,0.5228900165344086,3.7003846617425866
500,0.1,13,0.08986666666666666,0.08989473684210526,0.08964705882352941,0.23917158745041636,0.7710970903230833
500,0.2,13,0.08604,0.08596666666666666,0.08633333333333333,0.30247935622695793,1.1808184787364875
500,0.3,13,0.07736,0.07739449541284403,0.07726829268292683,0.375371913354861,1.6350508669873378
500,0.4,13,0.05608,0.059326530612244896,0.04996153846153846,0.4009020655215487,1.3519973851650042
500,0.0,14,0.09026666666666666,0.09026666666666666,0.0,0.7109684137115285,6.844146194900896
500,0.1,14,0.09010666666666667,0.09011678832116789,0.09,0.38206700481674805,1.9730007514288674
500,0.2,14,0.08652,0.08643333333333333,0.08686666666666666,0.41333329996986956,2.217218842060761
500,0.3,14,0.08014666666666667,0.07964150943396227,0.08136363636363636,0.3742398122859981,1.6837464648145062
500,0.4,14,0.052026666666666666,0.05084444444444444,0.0538,0.4822182257879589,1.8146985924694068
500,0.0,15,0.09001333333333333,0.09001333333333333,0.0,0.39130154400306927,2.067384361375689
500,0.1,15,0.0896,0.0895735294117647,0.08985714285714286,0.41443151085852564,2.308366733466934
500,0.2,15,0.08594666666666667,0.08572649572649572,0.08672727272727272,0.319765539156239,1.3182070004109998
500,0.3,15,0.08252,0.08198130841121495,0.08386046511627906,0.40627614302876264,2.043116447792987
500,0.4,15,0.055213333333333336,0.05575555555555556,0.0544,0.43883170563265483,1.5948917879226272
500,0.0,16,0.09038666666666667,0.09038666666666667,0.0,0.3323106044723947,1.4972145204999112
500,0.1,16,0.09008,0.09007246376811594,0.09016666666666667,0.35950854777058744,1.7463773016726178
500,0.2,16,0.08906666666666667,0.088944,0.08968,0.2974296987760137,1.1818847275389097
500,0.3,16,0.07842666666666667,0.0781320754716981,0.07913636363636363,0.34818757040796827,1.426203648371208
500,0.4,16,0.041786666666666666,0.04359493670886076,0.03977464788732395,0.4563120324601234,1.3051271656267267
500,0.0,17,0.09014666666666667,0.09014666666666667,0.0,0.5476519034874094,4.055553497173323
500,0.1,17,0.08937333333333333,0.08933823529411765,0.08971428571428572,0.3761168823561378,1.8964651666453909
500,0.2,17,0.08645333333333333,0.08648739495798319,0.0863225806451613,0.33471488285241635,1.4528575967480954
500,0.3,17,0.07961333333333333,0.08047706422018348,0.0773170731707317,0.3350638035982076,1.3407015001364406
500,0.4,17,0.05806666666666667,0.060361702127659574,0.054214285714285715,0.43504897944583854,1.6485209224418997
500,0.0,18,0.09054666666666666,0.09054666666666666,0.0,0.4006986687145473,2.1807180846747305
500,0.1,18,0.08997333333333334,0.09001459854014598,0.08953846153846154,0.31395993608537565,1.3303120764350305
500,0.2,18,0.08756,0.08771900826446281,0.08689655172413793,0.3371408873375388,1.4928626859322345
500,0.3,18,0.0796,0.08020183486238532,0.078,0.4347879307429165,2.257144103953303
500,0.4,18,0.06201333333333333,0.06208333333333333,0.06188888888888889,0.4384263903645014,1.7880090432423645
500,0.0,19,0.09016,0.09016,0.0,0.592028947229804,4.740138662417998
500,0.1,19,0.08993333333333334,0.08992805755395683,0.09,0.31775879488755,1.3620940918159545
500,0.2,19,0.08861333333333334,0.088546875,0.089,0.34103006433213134,1.5458796015141953
500,0.3,19,0.08422666666666667,0.08429059829059829,0.084,0.39389760177643507,1.9602323215371582
500,0.4,19,0.06292,0.06509803921568627,0.058291666666666665,0.4242186133209251,1.6984759941582699
500,0.0,20,0.09025333333333334,0.09025333333333334,0.0,0.35580922512099505,1.7139135709741256
500,0.1,20,0.08858666666666666,0.08853125,0.08890909090909091,0.3881208133756571,2.001674631623272
500,0.2,20,0.08289333333333333,0.08293805309734513,0.08275675675675676,0.3223591371374511,1.292084248922489
500,0.3,20,0.05904,0.06030107526881721,0.05698245614035088,0.4026702650980893,1.4359414402427293
500,0.4,20,0.034,0.03607407407407407,0.03156521739130435,0.5138502868528966,1.3466147982239007
500,0.0,21,0.09038666666666667,0.09038666666666667,0.0,0.486202253190966,3.2050112912060875
500,0.1,21,0.08974666666666667,0.08972262773722628,0.09,0.35136254334414313,1.661959783480195
500,0.2,21,0.08886666666666666,0.08893548387096774,0.08853846153846154,0.3473942518309119,1.6087012735147697
500,0.3,21,0.08265333333333333,0.0827787610619469,0.08227027027027027,0.4185954138083172,2.1724038494798954
500,0.4,21,0.07025333333333333,0.06993939393939394,0.07086274509803922,0.40395264902782707,1.7195670521152386
500,0.0,22,0.09009333333333333,0.09009333333333333,0.0,0.31406470706280826,1.332975555966156
500,0.1,22,0.09001333333333333,0.09001438848920863,0.09,0.4368566660599875,2.576772267687503
500,0.2,22,0.08888,0.08896875,0.08836363636363637,0.3461771017228649,1.597688025315561
500,0.3,22,0.08470666666666667,0.08490756302521009,0.08393548387096775,0.3777877845206498,1.8134461903501637
500,0.4,22,0.06065333333333333,0.0648,0.05349090909090909,0.4284511919289591,1.6701237163269156
500,0.0,23,0.09028,0.09028,0.0,0.4740937121165144,3.043765569834095
500,0.1,23,0.09021333333333334,0.09022695035460992,0.09,0.31496288311419207,1.3423962912523242
500,0.2,23,0.08846666666666667,0.0883089430894309,0.08918518518518519,0.3482141060077112,1.6090281542738862
500,0.3,23,0.07506666666666667,0.07488461538461538,0.07547826086956522,0.3539069169306685,1.4103161918864389
500,0.4,23,0.056293333333333334,0.05641304347826087,0.05610344827586207,0.46282817823574834,1.8087885861728188
500,0.0,24,0.08917333333333333,0.08917333333333333,0.0,0.448356193579093,2.688887344066126
500,0.1,24,0.08668,0.0866865671641791,0.086625,0.43958884430326256,2.5124850531704856
500,0.2,24,0.08638666666666667,0.08630645161290322,0.08676923076923077,0.3086532280698144,1.2344673913346063
500,0.3,24,0.07565333333333334,0.07626923076923077,0.0742608695652174,0.41568019350956525,1.960821184137746
500,0.4,24,0.052173333333333335,0.05533333333333333,0.04780952380952381,0.5050588145053208,1.9962905622131035
500,0.0,25,0.0904,0.0904,0.0,0.46654347314363587,2.951507735234484
500,0.1,25,0.08805333333333333,0.0879349593495935,0.0885925925925926,0.5669429745482353,4.245372635033848
500,0.2,25,0.08281333333333334,0.08294545454545454,0.08245,0.41491941984599967,2.1385482283194652
500,0.3,25,0.06012,0.06075268817204301,0.05908771929824561,0.4320422019244068,1.6833040665495955
500,0.4,25,0.03172,0.03259259259259259,0.030695652173913044,0.5537280866979539,1.458873189843325
500,0.0,26,0.09024,0.09024,0.0,0.3771119902948594,1.9250013028420967
500,0.1,26,0.08993333333333334,0.08994160583941606,0.08984615384615384,0.4292635710822727,2.4857647095525395
500,0.2,26,0.08484,0.08461946902654867,0.08551351351351351,0.30604854196445375,1.1919898259508166
500,0.3,26,0.046893333333333335,0.04854,0.0436,0.45129780592543023,1.4326127375592768
500,0.4,26,0.03664,0.03988505747126437,0.03215873015873016,0.5213574227208447,1.4938873379947644
500,0.0,27,0.09038666666666667,0.09038666666666667,0.0,0.3890177783448537,2.051797650471302
500,0.1,27,0.08709333333333333,0.086816,0.08848,0.4444914159760689,2.581088693001429
500,0.2,27,0.08548,0.08522413793103448,0.08635294117647059,0.37979066541129103,1.8494574549191931
500,0.3,27,0.07244,0.07083168316831683,0.07575510204081633,0.3910596004324279,1.6617114221079619
500,0.4,27,0.03221333333333333,0.0315,0.0332258064516129,0.5181415244526749,1.2972501293978698
500,0.0,28,0.09018666666666666,0.09018666666666666,0.0,0.5300693324483997,3.8010094701526076
500,0.1,28,0.08982666666666667,0.08983703703703703,0.08973333333333333,0.315308092080491,1.3395742055582143
500,0.2,28,0.08550666666666666,0.08522033898305084,0.0865625,0.30646564290358674,1.2046331865352402
500,0.3,28,0.07022666666666667,0.06978640776699029,0.07119148936170212,0.4610938439296392,2.2396077516719433
500,0.4,28,0.03990666666666667,0.04242352941176471,0.03661538461538461,0.5178486904714938,1.6052492556111237
500,0.0,29,0.09033333333333333,0.09033333333333333,0.0,0.6008489164610573,4.89181314658838
500,0.1,29,0.09010666666666667,0.09010144927536232,0.09016666666666667,0.4664384554553632,2.940606279146037
500,0.2,29,0.08862666666666667,0.08858064516129033,0.08884615384615385,0.32529421888544136,1.4067222756028075
500,0.3,29,0.08368,0.084,0.0828,0.3705279059653342,1.7232757420513451
500,0.4,29,0.05266666666666667,0.05408791208791209,0.05047457627118644,0.4075621786296529,1.312244742649858
500,0.0,30,0.08972,0.08972,0.0,0.5351834396945493,3.8546580454712274
500,0.1,30,0.08925333333333334,0.08924822695035461,0.08933333333333333,0.41293273360050103,2.2828339679059377
500,0.2,30,0.08817333333333334,0.088176,0.08816,0.3093901215046175,1.2660224425866748
500,0.3,30,0.08144,0.08150877192982456,0.08122222222222222,0.45016838649219765,2.4755916548224133
500,0.4,30,0.054226666666666666,0.057425531914893614,0.048857142857142856,0.4185627032811306,1.4250339873255151
